protocol,subset,direction,target,metric,mean,sample_std,valid_seeds
binary-random,binary,,endpoints,min_grid_tpd,-2.1489754420400685e-15,5.427195440163293e-16,5
binary-random,binary,,endpoints,observed_coverage_at_0.02,0.45751789976133656,0.02411269047578163,5
binary-random,binary,,endpoints,r2_target_met,1.0,0.0,5
binary-random,binary,,endpoints,success_fraction,1.0,0.0,5
binary-random,binary,,endpoints,successful_conditions,419.0,0.0,5
binary-system,all,,endpoints,conditions,454.4,60.86706827176745,5
binary-system,all,,endpoints,failure_penalized_set_distance,0.10215171515384414,0.010991307330229357,5
binary-system,all,,endpoints,matched_endpoint_mae_successful_only,0.08783953759122116,0.006630553807108354,5
binary-system,all,,endpoints,matched_endpoint_r2_successful_only,0.8356463581847351,0.04548847198394079,5
binary-system,all,,endpoints,matched_endpoint_rmse_successful_only,0.13498913685830644,0.01906399645759901,5
binary-system,all,,endpoints,max_equilibrium_rms,1.7289507142740757e-15,6.247527546185212e-16,5
binary-system,all,,endpoints,min_grid_tpd,-1.5057399771478686e-15,3.8327575778822277e-16,5
binary-system,all,,endpoints,observed_coverage_at_0.02,0.12217009919095308,0.02410295902334584,5
binary-system,all,,endpoints,r2_target_met,0.0,0.0,5
binary-system,all,,endpoints,success_fraction,1.0,0.0,5
binary-system,all,,endpoints,successful_conditions,454.4,60.86706827176745,5
binary-system,binary,,endpoints,conditions,454.4,60.86706827176745,5
binary-system,binary,,endpoints,failure_penalized_set_distance,0.10215171515384414,0.010991307330229357,5
binary-system,binary,,endpoints,matched_endpoint_mae_successful_only,0.08783953759122116,0.006630553807108354,5
binary-system,binary,,endpoints,matched_endpoint_r2_successful_only,0.8356463581847351,0.04548847198394079,5
binary-system,binary,,endpoints,matched_endpoint_rmse_successful_only,0.13498913685830644,0.01906399645759901,5
binary-system,binary,,endpoints,max_equilibrium_rms,1.7289507142740757e-15,6.247527546185212e-16,5
binary-system,binary,,endpoints,min_grid_tpd,-1.5057399771478686e-15,3.8327575778822277e-16,5
binary-system,binary,,endpoints,observed_coverage_at_0.02,0.12217009919095308,0.02410295902334584,5
binary-system,binary,,endpoints,r2_target_met,0.0,0.0,5
binary-system,binary,,endpoints,success_fraction,1.0,0.0,5
binary-system,binary,,endpoints,successful_conditions,454.4,60.86706827176745,5
binary-temperature-high,all,,endpoints,conditions,417.0,0.0,5
binary-temperature-high,all,,endpoints,failure_penalized_set_distance,0.055750891974376694,0.007036041098487208,5
binary-temperature-high,all,,endpoints,matched_endpoint_mae_successful_only,0.05192194307221153,0.006742206045769704,5
binary-temperature-high,all,,endpoints,matched_endpoint_r2_successful_only,0.9546354538918361,0.009772701325027517,5
binary-temperature-high,all,,endpoints,matched_endpoint_rmse_successful_only,0.06911285209519606,0.007551417010091333,5
binary-temperature-high,all,,endpoints,max_equilibrium_rms,9.07260475884353e-15,6.635356551811838e-15,5
binary-temperature-high,all,,endpoints,min_grid_tpd,-2.55351295663786e-15,3.510833468576701e-16,5
binary-temperature-high,all,,endpoints,observed_coverage_at_0.02,0.21486810551558752,0.019963218597858427,5
binary-temperature-high,all,,endpoints,r2_target_met,0.6,0.5477225575051662,5
binary-temperature-high,all,,endpoints,success_fraction,1.0,0.0,5
binary-temperature-high,all,,endpoints,successful_conditions,417.0,0.0,5
binary-temperature-high,binary,,endpoints,conditions,417.0,0.0,5
binary-temperature-high,binary,,endpoints,failure_penalized_set_distance,0.055750891974376694,0.007036041098487208,5
binary-temperature-high,binary,,endpoints,matched_endpoint_mae_successful_only,0.05192194307221153,0.006742206045769704,5
binary-temperature-high,binary,,endpoints,matched_endpoint_r2_successful_only,0.9546354538918361,0.009772701325027517,5
binary-temperature-high,binary,,endpoints,matched_endpoint_rmse_successful_only,0.06911285209519606,0.007551417010091333,5
binary-temperature-high,binary,,endpoints,max_equilibrium_rms,9.07260475884353e-15,6.635356551811838e-15,5
binary-temperature-high,binary,,endpoints,min_grid_tpd,-2.55351295663786e-15,3.510833468576701e-16,5
binary-temperature-high,binary,,endpoints,observed_coverage_at_0.02,0.21486810551558752,0.019963218597858427,5
binary-temperature-high,binary,,endpoints,r2_target_met,0.6,0.5477225575051662,5
binary-temperature-high,binary,,endpoints,success_fraction,1.0,0.0,5
binary-temperature-high,binary,,endpoints,successful_conditions,417.0,0.0,5
binary-temperature-low,all,,endpoints,conditions,413.0,0.0,5
binary-temperature-low,all,,endpoints,failure_penalized_set_distance,0.08228785376460579,0.006800568207097453,5
binary-temperature-low,all,,endpoints,matched_endpoint_mae_successful_only,0.07650607500071734,0.006554842814427305,5
binary-temperature-low,all,,endpoints,matched_endpoint_r2_successful_only,0.9195962236411107,0.011431449568764277,5
binary-temperature-low,all,,endpoints,matched_endpoint_rmse_successful_only,0.10842992929489292,0.007445108685998768,5
binary-temperature-low,all,,endpoints,max_equilibrium_rms,7.067321974577789e-15,2.09554207014204e-15,5
binary-temperature-low,all,,endpoints,min_grid_tpd,-2.5085836186100606e-15,5.430059954094941e-16,5
binary-temperature-low,all,,endpoints,observed_coverage_at_0.02,0.32663438256658595,0.039808239467559146,5
binary-temperature-low,all,,endpoints,r2_target_met,0.0,0.0,5
binary-temperature-low,all,,endpoints,success_fraction,1.0,0.0,5
binary-temperature-low,all,,endpoints,successful_conditions,413.0,0.0,5
binary-temperature-low,binary,,endpoints,conditions,413.0,0.0,5
binary-temperature-low,binary,,endpoints,failure_penalized_set_distance,0.08228785376460579,0.006800568207097453,5
binary-temperature-low,binary,,endpoints,matched_endpoint_mae_successful_only,0.07650607500071734,0.006554842814427305,5
binary-temperature-low,binary,,endpoints,matched_endpoint_r2_successful_only,0.9195962236411107,0.011431449568764277,5
binary-temperature-low,binary,,endpoints,matched_endpoint_rmse_successful_only,0.10842992929489292,0.007445108685998768,5
binary-temperature-low,binary,,endpoints,max_equilibrium_rms,7.067321974577789e-15,2.09554207014204e-15,5
binary-temperature-low,binary,,endpoints,min_grid_tpd,-2.5085836186100606e-15,5.430059954094941e-16,5
binary-temperature-low,binary,,endpoints,observed_coverage_at_0.02,0.32663438256658595,0.039808239467559146,5
binary-temperature-low,binary,,endpoints,r2_target_met,0.0,0.0,5
binary-temperature-low,binary,,endpoints,success_fraction,1.0,0.0,5
binary-temperature-low,binary,,endpoints,successful_conditions,413.0,0.0,5
binary-unseen-component,all,,endpoints,conditions,291.6,44.41058432400997,5
binary-unseen-component,all,,endpoints,failure_penalized_set_distance,0.14573670731231897,0.038601243232885316,5
binary-unseen-component,all,,endpoints,matched_endpoint_mae_successful_only,0.12270591358113166,0.03230596527179846,5
binary-unseen-component,all,,endpoints,matched_endpoint_r2_successful_only,0.7126399727031473,0.1350615122904617,5
binary-unseen-component,all,,endpoints,matched_endpoint_rmse_successful_only,0.18912954199429538,0.039579933914000144,5
binary-unseen-component,all,,endpoints,max_equilibrium_rms,2.343864690553733e-15,8.835930160963462e-16,5
binary-unseen-component,all,,endpoints,min_grid_tpd,-2.311865976434291e-15,7.184461519672699e-16,5
binary-unseen-component,all,,endpoints,observed_coverage_at_0.02,0.11255712854121484,0.0663540767695573,5
binary-unseen-component,all,,endpoints,r2_target_met,0.0,0.0,5
binary-unseen-component,all,,endpoints,success_fraction,1.0,0.0,5
binary-unseen-component,all,,endpoints,successful_conditions,291.6,44.41058432400997,5
binary-unseen-component,binary,,endpoints,conditions,291.6,44.41058432400997,5
binary-unseen-component,binary,,endpoints,failure_penalized_set_distance,0.14573670731231897,0.038601243232885316,5
binary-unseen-component,binary,,endpoints,matched_endpoint_mae_successful_only,0.12270591358113166,0.03230596527179846,5
binary-unseen-component,binary,,endpoints,matched_endpoint_r2_successful_only,0.7126399727031473,0.1350615122904617,5
binary-unseen-component,binary,,endpoints,matched_endpoint_rmse_successful_only,0.18912954199429538,0.039579933914000144,5
binary-unseen-component,binary,,endpoints,max_equilibrium_rms,2.343864690553733e-15,8.835930160963462e-16,5
binary-unseen-component,binary,,endpoints,min_grid_tpd,-2.311865976434291e-15,7.184461519672699e-16,5
binary-unseen-component,binary,,endpoints,observed_coverage_at_0.02,0.11255712854121484,0.0663540767695573,5
binary-unseen-component,binary,,endpoints,r2_target_met,0.0,0.0,5
binary-unseen-component,binary,,endpoints,success_fraction,1.0,0.0,5
binary-unseen-component,binary,,endpoints,successful_conditions,291.6,44.41058432400997,5
mixed-random,all,,endpoints,conditions,657.0,0.0,5
mixed-random,all,,endpoints,failure_penalized_set_distance,0.04028277026987373,0.0018962927260942268,5
mixed-random,all,,endpoints,matched_endpoint_mae_successful_only,0.051775826978719984,0.003666886007886903,5
mixed-random,all,,endpoints,matched_endpoint_r2_successful_only,0.9268413465978569,0.009037033369905112,5
mixed-random,all,,endpoints,matched_endpoint_rmse_successful_only,0.08965428433940448,0.005882639947480167,5
mixed-random,all,,endpoints,max_equilibrium_rms,3.909733283448271e-07,5.468738142443618e-07,5
mixed-random,all,,endpoints,min_grid_tpd,-3.638069667744048e-09,3.460705719511287e-09,5
mixed-random,all,,endpoints,observed_coverage_at_0.02,0.3650818795710083,0.022883476036536947,5
mixed-random,all,,endpoints,r2_target_met,0.0,0.0,5
mixed-random,all,,endpoints,success_fraction,1.0,0.0,5
mixed-random,all,,endpoints,successful_conditions,657.0,0.0,5
mixed-random,binary,,endpoints,conditions,419.0,0.0,5
mixed-random,binary,,endpoints,failure_penalized_set_distance,0.029643141366600918,0.0018002204349746908,5
mixed-random,binary,,endpoints,matched_endpoint_mae_successful_only,0.027159757538322053,0.0015663213322967431,5
mixed-random,binary,,endpoints,matched_endpoint_r2_successful_only,0.9868680619000584,0.0016684353608918416,5
mixed-random,binary,,endpoints,matched_endpoint_rmse_successful_only,0.040362104141513075,0.0024585929890346718,5
mixed-random,binary,,endpoints,max_equilibrium_rms,1.4166773380862624e-14,1.4752198581257424e-14,5
mixed-random,binary,,endpoints,min_grid_tpd,-2.9649893651395588e-15,5.533066341299601e-16,5
mixed-random,binary,,endpoints,observed_coverage_at_0.02,0.4688146380270486,0.027758135365938248,5
mixed-random,binary,,endpoints,r2_target_met,1.0,0.0,5
mixed-random,binary,,endpoints,success_fraction,1.0,0.0,5
mixed-random,binary,,endpoints,successful_conditions,419.0,0.0,5
mixed-random,ternary,,endpoints,conditions,238.0,0.0,5
mixed-random,ternary,,endpoints,failure_penalized_set_distance,0.05901388165840863,0.004759263697923057,5
mixed-random,ternary,,endpoints,matched_endpoint_mae_successful_only,0.05442985415000775,0.004024202082897859,5
mixed-random,ternary,,endpoints,matched_endpoint_r2_successful_only,0.9175839238459558,0.010268678874740178,5
mixed-random,ternary,,endpoints,matched_endpoint_rmse_successful_only,0.09342255305264746,0.006226031389994718,5
mixed-random,ternary,,endpoints,max_equilibrium_rms,3.909733283448271e-07,5.468738142443618e-07,5
mixed-random,ternary,,endpoints,min_grid_tpd,-3.638069667744048e-09,3.460705719511287e-09,5
mixed-random,ternary,,endpoints,observed_coverage_at_0.02,0.18245992245722323,0.017495446326142396,5
mixed-random,ternary,,endpoints,r2_target_met,0.0,0.0,5
mixed-random,ternary,,endpoints,success_fraction,1.0,0.0,5
mixed-random,ternary,,endpoints,successful_conditions,238.0,0.0,5
mixed-system,all,,endpoints,conditions,696.0,66.71956234868452,5
mixed-system,all,,endpoints,failure_penalized_set_distance,0.08229230392581777,0.012013846114512509,5
mixed-system,all,,endpoints,matched_endpoint_mae_successful_only,0.07221713578956573,0.0057507717514742405,5
mixed-system,all,,endpoints,matched_endpoint_r2_successful_only,0.8756239180351411,0.019131292896197773,5
mixed-system,all,,endpoints,matched_endpoint_rmse_successful_only,0.1165904928162473,0.008352003840935408,5
mixed-system,all,,endpoints,max_equilibrium_rms,5.582385404465454e-08,5.352949411466595e-08,5
mixed-system,all,,endpoints,min_grid_tpd,-4.381634699512915e-09,5.35037465412069e-09,5
mixed-system,all,,endpoints,observed_coverage_at_0.02,0.13579102030206194,0.030781701072467957,5
mixed-system,all,,endpoints,r2_target_met,0.0,0.0,5
mixed-system,all,,endpoints,success_fraction,1.0,0.0,5
mixed-system,all,,endpoints,successful_conditions,696.0,66.71956234868452,5
mixed-system,binary,,endpoints,conditions,454.4,60.86706827176745,5
mixed-system,binary,,endpoints,failure_penalized_set_distance,0.08134011594050877,0.019475427596105332,5
mixed-system,binary,,endpoints,matched_endpoint_mae_successful_only,0.07020566888004226,0.015528507646998962,5
mixed-system,binary,,endpoints,matched_endpoint_r2_successful_only,0.8903411042734957,0.048564949790704165,5
mixed-system,binary,,endpoints,matched_endpoint_rmse_successful_only,0.1083734779741485,0.024450727335024035,5
mixed-system,binary,,endpoints,max_equilibrium_rms,2.6132493916136534e-15,1.4700231603215356e-15,5
mixed-system,binary,,endpoints,min_grid_tpd,-1.903251861667954e-15,4.711319021948853e-16,5
mixed-system,binary,,endpoints,observed_coverage_at_0.02,0.16159506690294007,0.040911235372476054,5
mixed-system,binary,,endpoints,r2_target_met,0.2,0.447213595499958,5
mixed-system,binary,,endpoints,success_fraction,1.0,0.0,5
mixed-system,binary,,endpoints,successful_conditions,454.4,60.86706827176745,5
mixed-system,ternary,,endpoints,conditions,241.6,15.43696861433617,5
mixed-system,ternary,,endpoints,failure_penalized_set_distance,0.08370952320455867,0.005256493188316754,5
mixed-system,ternary,,endpoints,matched_endpoint_mae_successful_only,0.07235579473152003,0.007124348463347305,5
mixed-system,ternary,,endpoints,matched_endpoint_r2_successful_only,0.8712137766370157,0.021894495264813837,5
mixed-system,ternary,,endpoints,matched_endpoint_rmse_successful_only,0.11710417955468108,0.00966578960871181,5
mixed-system,ternary,,endpoints,max_equilibrium_rms,5.582385404465454e-08,5.352949411466595e-08,5
mixed-system,ternary,,endpoints,min_grid_tpd,-4.381634699512915e-09,5.35037465412069e-09,5
mixed-system,ternary,,endpoints,observed_coverage_at_0.02,0.08900654149174542,0.016761609579790948,5
mixed-system,ternary,,endpoints,r2_target_met,0.0,0.0,5
mixed-system,ternary,,endpoints,success_fraction,1.0,0.0,5
mixed-system,ternary,,endpoints,successful_conditions,241.6,15.43696861433617,5
vle_binary_state_composition_edge_extrapolation,2,isobaric,T,mae,0.6685993980600038,0.04479895672510402,5
vle_binary_state_composition_edge_extrapolation,2,isobaric,T,r2,0.9986704425583751,0.00026080293994147196,5
vle_binary_state_composition_edge_extrapolation,2,isobaric,T,rmse,1.2621091375366564,0.1207693742549653,5
vle_binary_state_composition_edge_extrapolation,2,isobaric,y,mae,0.010423587482686075,0.0003680585659722081,5
vle_binary_state_composition_edge_extrapolation,2,isobaric,y,r2,0.9968635891481338,0.0004518233316126453,5
vle_binary_state_composition_edge_extrapolation,2,isobaric,y,rmse,0.024637543107426794,0.0017423546794983651,5
vle_binary_state_composition_edge_extrapolation,2,isothermal,P,mae,3.103198477126648,0.1401983379735396,5
vle_binary_state_composition_edge_extrapolation,2,isothermal,P,r2,0.9689781005784723,0.00280654115775811,5
vle_binary_state_composition_edge_extrapolation,2,isothermal,P,rmse,15.712991505091527,0.7240212668620474,5
vle_binary_state_composition_edge_extrapolation,2,isothermal,y,mae,0.004463027090427908,0.00023310494106157262,5
vle_binary_state_composition_edge_extrapolation,2,isothermal,y,r2,0.9993055879353866,4.618359848744251e-05,5
vle_binary_state_composition_edge_extrapolation,2,isothermal,y,rmse,0.011978841583631427,0.0003971934053931238,5
vle_binary_state_composition_edge_extrapolation,all,isobaric,T,mae,0.6685993980600038,0.04479895672510402,5
vle_binary_state_composition_edge_extrapolation,all,isobaric,T,r2,0.9986704425583751,0.00026080293994147196,5
vle_binary_state_composition_edge_extrapolation,all,isobaric,T,rmse,1.2621091375366564,0.1207693742549653,5
vle_binary_state_composition_edge_extrapolation,all,isobaric,y,mae,0.010423587482686075,0.0003680585659722081,5
vle_binary_state_composition_edge_extrapolation,all,isobaric,y,r2,0.9968635891481338,0.0004518233316126453,5
vle_binary_state_composition_edge_extrapolation,all,isobaric,y,rmse,0.024637543107426794,0.0017423546794983651,5
vle_binary_state_composition_edge_extrapolation,all,isothermal,P,mae,3.103198477126648,0.1401983379735396,5
vle_binary_state_composition_edge_extrapolation,all,isothermal,P,r2,0.9689781005784723,0.00280654115775811,5
vle_binary_state_composition_edge_extrapolation,all,isothermal,P,rmse,15.712991505091527,0.7240212668620474,5
vle_binary_state_composition_edge_extrapolation,all,isothermal,y,mae,0.004463027090427908,0.00023310494106157262,5
vle_binary_state_composition_edge_extrapolation,all,isothermal,y,r2,0.9993055879353866,4.618359848744251e-05,5
vle_binary_state_composition_edge_extrapolation,all,isothermal,y,rmse,0.011978841583631427,0.0003971934053931238,5
vle_binary_state_composition_interpolation,2,isobaric,T,mae,0.6542922164402658,0.03112343314277137,5
vle_binary_state_composition_interpolation,2,isobaric,T,r2,0.9985749633273517,0.00015382616578260542,5
vle_binary_state_composition_interpolation,2,isobaric,T,rmse,1.0704455700102704,0.05654362470402074,5
vle_binary_state_composition_interpolation,2,isobaric,y,mae,0.014088894228725255,0.0006188011451088317,5
vle_binary_state_composition_interpolation,2,isobaric,y,r2,0.9925320244801135,0.0010644476089104776,5
vle_binary_state_composition_interpolation,2,isobaric,y,rmse,0.02310875918626774,0.0016192200424686996,5
vle_binary_state_composition_interpolation,2,isothermal,P,mae,2.400675254758492,0.2250317793460771,5
vle_binary_state_composition_interpolation,2,isothermal,P,r2,0.9915128475481426,0.001731676294790943,5
vle_binary_state_composition_interpolation,2,isothermal,P,rmse,8.6959257130339,0.906625941828941,5
vle_binary_state_composition_interpolation,2,isothermal,y,mae,0.009024391434785442,0.0004999217154012866,5
vle_binary_state_composition_interpolation,2,isothermal,y,r2,0.9965446138399642,0.0005077535041554085,5
vle_binary_state_composition_interpolation,2,isothermal,y,rmse,0.01586700162658723,0.0012237528463620985,5
vle_binary_state_composition_interpolation,all,isobaric,T,mae,0.6542922164402658,0.03112343314277137,5
vle_binary_state_composition_interpolation,all,isobaric,T,r2,0.9985749633273517,0.00015382616578260542,5
vle_binary_state_composition_interpolation,all,isobaric,T,rmse,1.0704455700102704,0.05654362470402074,5
vle_binary_state_composition_interpolation,all,isobaric,y,mae,0.014088894228725255,0.0006188011451088317,5
vle_binary_state_composition_interpolation,all,isobaric,y,r2,0.9925320244801135,0.0010644476089104776,5
vle_binary_state_composition_interpolation,all,isobaric,y,rmse,0.02310875918626774,0.0016192200424686996,5
vle_binary_state_composition_interpolation,all,isothermal,P,mae,2.400675254758492,0.2250317793460771,5
vle_binary_state_composition_interpolation,all,isothermal,P,r2,0.9915128475481426,0.001731676294790943,5
vle_binary_state_composition_interpolation,all,isothermal,P,rmse,8.6959257130339,0.906625941828941,5
vle_binary_state_composition_interpolation,all,isothermal,y,mae,0.009024391434785442,0.0004999217154012866,5
vle_binary_state_composition_interpolation,all,isothermal,y,r2,0.9965446138399642,0.0005077535041554085,5
vle_binary_state_composition_interpolation,all,isothermal,y,rmse,0.01586700162658723,0.0012237528463620985,5
vle_binary_state_pressure_high_extrapolation,2,isobaric,T,mae,1.0207692900746452,0.16846916270607412,5
vle_binary_state_pressure_high_extrapolation,2,isobaric,T,r2,0.9954198116925579,0.0010277332736912232,5
vle_binary_state_pressure_high_extrapolation,2,isobaric,T,rmse,1.3866697622147541,0.15975574367575826,5
vle_binary_state_pressure_high_extrapolation,2,isobaric,y,mae,0.018420546741859632,0.0023223794177511456,5
vle_binary_state_pressure_high_extrapolation,2,isobaric,y,r2,0.9907363646014608,0.0012427761714815713,5
vle_binary_state_pressure_high_extrapolation,2,isobaric,y,rmse,0.02643317350070315,0.001754441387297472,5
vle_binary_state_pressure_high_extrapolation,2,isothermal,P,mae,4.536885072012508,0.8333963357013839,5
vle_binary_state_pressure_high_extrapolation,2,isothermal,P,r2,0.9919099513070332,0.003924462276186293,5
vle_binary_state_pressure_high_extrapolation,2,isothermal,P,rmse,12.640651308490945,3.1414353676941653,5
vle_binary_state_pressure_high_extrapolation,2,isothermal,y,mae,0.00756833656402542,0.0004866026559793144,5
vle_binary_state_pressure_high_extrapolation,2,isothermal,y,r2,0.998847010102595,0.0002140260573305723,5
vle_binary_state_pressure_high_extrapolation,2,isothermal,y,rmse,0.0125040209184539,0.0011751944976277529,5
vle_binary_state_pressure_high_extrapolation,all,isobaric,T,mae,1.0207692900746452,0.16846916270607412,5
vle_binary_state_pressure_high_extrapolation,all,isobaric,T,r2,0.9954198116925579,0.0010277332736912232,5
vle_binary_state_pressure_high_extrapolation,all,isobaric,T,rmse,1.3866697622147541,0.15975574367575826,5
vle_binary_state_pressure_high_extrapolation,all,isobaric,y,mae,0.018420546741859632,0.0023223794177511456,5
vle_binary_state_pressure_high_extrapolation,all,isobaric,y,r2,0.9907363646014608,0.0012427761714815713,5
vle_binary_state_pressure_high_extrapolation,all,isobaric,y,rmse,0.02643317350070315,0.001754441387297472,5
vle_binary_state_pressure_high_extrapolation,all,isothermal,P,mae,4.536885072012508,0.8333963357013839,5
vle_binary_state_pressure_high_extrapolation,all,isothermal,P,r2,0.9919099513070332,0.003924462276186293,5
vle_binary_state_pressure_high_extrapolation,all,isothermal,P,rmse,12.640651308490945,3.1414353676941653,5
vle_binary_state_pressure_high_extrapolation,all,isothermal,y,mae,0.00756833656402542,0.0004866026559793144,5
vle_binary_state_pressure_high_extrapolation,all,isothermal,y,r2,0.998847010102595,0.0002140260573305723,5
vle_binary_state_pressure_high_extrapolation,all,isothermal,y,rmse,0.0125040209184539,0.0011751944976277529,5
vle_binary_state_pressure_low_extrapolation,2,isobaric,T,mae,0.6505092843191929,0.05138048892389814,5
vle_binary_state_pressure_low_extrapolation,2,isobaric,T,r2,0.9979726482207278,0.0004073124657321626,5
vle_binary_state_pressure_low_extrapolation,2,isobaric,T,rmse,0.9443859535733568,0.09586172134427502,5
vle_binary_state_pressure_low_extrapolation,2,isobaric,y,mae,0.011498148554084129,0.0019356682353723082,5
vle_binary_state_pressure_low_extrapolation,2,isobaric,y,r2,0.9966510446000821,0.0007532607694985563,5
vle_binary_state_pressure_low_extrapolation,2,isobaric,y,rmse,0.017406179095755862,0.0018693998468598263,5
vle_binary_state_pressure_low_extrapolation,2,isothermal,P,mae,1.8527682308298865,0.19043322937486507,5
vle_binary_state_pressure_low_extrapolation,2,isothermal,P,r2,0.9470258678110819,0.00634718204818781,5
vle_binary_state_pressure_low_extrapolation,2,isothermal,P,rmse,10.230479848946633,0.6023292012140713,5
