attempted_samples_available_seeds,attempted_samples_mean,attempted_samples_seed_ids,attempted_samples_std,component_count,direction,nonphysical_rate_available_seeds,nonphysical_rate_mean,nonphysical_rate_seed_ids,nonphysical_rate_std,pressure_count_available_seeds,pressure_count_mean,pressure_count_seed_ids,pressure_count_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_mean,pressure_mae_kpa_seed_ids,pressure_mae_kpa_std,pressure_r2_available_seeds,pressure_r2_mean,pressure_r2_seed_ids,pressure_r2_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_mean,pressure_rmse_kpa_seed_ids,pressure_rmse_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_seed_ids,pressure_system_macro_mae_kpa_std,pressure_system_macro_rmse_kpa_available_seeds,pressure_system_macro_rmse_kpa_mean,pressure_system_macro_rmse_kpa_seed_ids,pressure_system_macro_rmse_kpa_std,scope,scope_available_seeds,scope_seed_ids,seeds,solver_failure_rate_available_seeds,solver_failure_rate_mean,solver_failure_rate_seed_ids,solver_failure_rate_std,subgroup,systems_available_seeds,systems_mean,systems_seed_ids,systems_std,temperature_count_available_seeds,temperature_count_mean,temperature_count_seed_ids,temperature_count_std,temperature_mae_k_available_seeds,temperature_mae_k_mean,temperature_mae_k_seed_ids,temperature_mae_k_std,temperature_r2_available_seeds,temperature_r2_mean,temperature_r2_seed_ids,temperature_r2_std,temperature_rmse_k_available_seeds,temperature_rmse_k_mean,temperature_rmse_k_seed_ids,temperature_rmse_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_seed_ids,temperature_system_macro_mae_k_std,temperature_system_macro_rmse_k_available_seeds,temperature_system_macro_rmse_k_mean,temperature_system_macro_rmse_k_seed_ids,temperature_system_macro_rmse_k_std,valid_coverage_available_seeds,valid_coverage_mean,valid_coverage_seed_ids,valid_coverage_std,valid_samples_available_seeds,valid_samples_mean,valid_samples_seed_ids,valid_samples_std,y_component_macro_mae_available_seeds,y_component_macro_mae_mean,y_component_macro_mae_seed_ids,y_component_macro_mae_std,y_component_values_available_seeds,y_component_values_mean,y_component_values_seed_ids,y_component_values_std,y_mae_available_seeds,y_mae_mean,y_mae_seed_ids,y_mae_std,y_r2_available_seeds,y_r2_mean,y_r2_seed_ids,y_r2_std,y_rmse_available_seeds,y_rmse_mean,y_rmse_seed_ids,y_rmse_std,y_sample_macro_mae_available_seeds,y_sample_macro_mae_mean,y_sample_macro_mae_seed_ids,y_sample_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_mean,y_system_macro_mae_seed_ids,y_system_macro_mae_std,y_system_macro_rmse_available_seeds,y_system_macro_rmse_mean,y_system_macro_rmse_seed_ids,y_system_macro_rmse_std
5,166.0,0;1;2;3;4,0.0,,,5,0.0,0;1;2;3;4,0.0,5,77.2,0;1;2;3;4,18.322117781522966,5,1.4678563487106917,0;1;2;3;4,0.3843695059231798,5,0.9818114725099418,0;1;2;3;4,0.008165717863393923,5,1.8733247102368593,0;1;2;3;4,0.4359620052645642,5,1.5820372036837527,0;1;2;3;4,0.4284223834966018,5,2.0540975385612064,0;1;2;3;4,0.6491800787610206,all,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,,5,4.0,0;1;2;3;4,0.0,5,88.8,0;1;2;3;4,18.322117781522966,5,1.7777789068906498,0;1;2;3;4,0.5354896609981528,5,0.9917523947080339,0;1;2;3;4,0.00704505717883022,5,2.380429338332837,0;1;2;3;4,0.73548973312257,5,1.8890244098561344,0;1;2;3;4,0.6412014790293188,5,2.4449946652009755,0;1;2;3;4,0.8288918103048226,5,1.0,0;1;2;3;4,0.0,5,166.0,0;1;2;3;4,0.0,5,0.04435497255326981,0;1;2;3;4,0.008352617675021354,5,498.0,0;1;2;3;4,0.0,5,0.0442919472197958,0;1;2;3;4,0.0065362289906036874,5,0.8782951167066632,0;1;2;3;4,0.014733056563727358,5,0.08132034796928396,0;1;2;3;4,0.004716680662029022,5,0.04429194721979579,0;1;2;3;4,0.006536228990603691,5,0.04511927521461388,0;1;2;3;4,0.00758338167380997,5,0.08093487769321614,0;1;2;3;4,0.005402676212163669
5,43.0,0;1;2;3;4,0.0,,,5,0.0,0;1;2;3;4,0.0,5,0.0,0;1;2;3;4,0.0,0,,,,0,,,,0,,,,0,,,,0,,,,binary_subsystem_coverage,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,0/3,5,1.0,0;1;2;3;4,0.0,5,43.0,0;1;2;3;4,0.0,5,1.2023829033430211,0;1;2;3;4,0.28764903765278915,5,0.8856915672037543,0;1;2;3;4,0.03553951689104303,5,1.5858232314789633,0;1;2;3;4,0.24463979556966034,5,1.2023829033430211,0;1;2;3;4,0.28764903765278915,5,1.5858232314789633,0;1;2;3;4,0.24463979556966034,5,1.0,0;1;2;3;4,0.0,5,43.0,0;1;2;3;4,0.0,5,0.11613919710389867,0;1;2;3;4,0.002593338745686692,5,129.0,0;1;2;3;4,0.0,5,0.11613919710389867,0;1;2;3;4,0.0025933387456866896,5,0.45843289369905416,0;1;2;3;4,0.01448590052751795,5,0.1500601561008555,0;1;2;3;4,0.002023782096749387,5,0.11613919710389864,0;1;2;3;4,0.002593338745686696,5,0.11613919710389867,0;1;2;3;4,0.0025933387456866896,5,0.1500601561008555,0;1;2;3;4,0.002023782096749387
5,29.4,0;1;2;3;4,11.502173707608488,,,5,0.0,0;1;2;3;4,0.0,5,8.4,0;1;2;3;4,11.502173707608488,2,2.3163719619161007,0;2,1.0139487790563284,2,0.9649052357977868,0;2,0.028313878433477612,2,3.0272455439190527,0;2,1.3409753835875735,2,2.3163719619161007,0;2,1.0139487790563284,2,3.0272455439190527,0;2,1.3409753835875735,binary_subsystem_coverage,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,1/3,5,1.0,0;1;2;3;4,0.0,5,21.0,0;1;2;3;4,21.0,3,2.0389972989521157,1;3;4,1.3463321268231223,3,0.7532941245715672,1;3;4,0.3072567842910179,3,2.40365907452883,1;3;4,1.3247314852077248,3,2.0389972989521157,1;3;4,1.3463321268231223,3,2.40365907452883,1;3;4,1.3247314852077248,5,1.0,0;1;2;3;4,0.0,5,29.4,0;1;2;3;4,11.502173707608488,5,0.020913295436934345,0;1;2;3;4,0.01000251303740582,5,88.2,0;1;2;3;4,34.50652112282546,5,0.020913295436934348,0;1;2;3;4,0.010002513037405823,5,0.9907262815741742,0;1;2;3;4,0.006829552603607347,5,0.02662143903328995,0;1;2;3;4,0.012702735247183683,5,0.020913295436934348,0;1;2;3;4,0.01000251303740582,5,0.020913295436934348,0;1;2;3;4,0.010002513037405823,5,0.02662143903328995,0;1;2;3;4,0.012702735247183683
5,30.8,0;1;2;3;4,21.276747871796573,,,5,0.0,0;1;2;3;4,0.0,5,13.2,0;1;2;3;4,29.51609730299722,1,0.8857183890120518,1,0.0,1,0.9891407115678614,1,0.0,1,1.1121539616535223,1,0.0,1,0.8857183890120518,1,0.0,1,1.1121539616535223,1,0.0,binary_subsystem_coverage,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,2/3,5,1.0,0;1;2;3;4,0.0,5,17.6,0;1;2;3;4,12.739701723352868,4,2.0944664265751034,0;2;3;4,1.291515493591961,4,-3.459253285733237,0;2;3;4,5.5893145306653,4,2.337576859464677,0;2;3;4,1.5413026033908388,4,2.0944664265751034,0;2;3;4,1.291515493591961,4,2.337576859464677,0;2;3;4,1.5413026033908388,5,1.0,0;1;2;3;4,0.0,5,30.8,0;1;2;3;4,21.276747871796573,5,0.02308648215679985,0;1;2;3;4,0.02358205193596458,5,92.4,0;1;2;3;4,63.83024361538972,5,0.02308648215679985,0;1;2;3;4,0.02358205193596458,5,0.9775792969133468,0;1;2;3;4,0.03221012801802835,5,0.029871550303095747,0;1;2;3;4,0.03059801427508944,5,0.02308648215679985,0;1;2;3;4,0.02358205193596458,5,0.02308648215679985,0;1;2;3;4,0.02358205193596458,5,0.029871550303095747,0;1;2;3;4,0.03059801427508944
5,62.8,0;1;2;3;4,17.181385275931625,,,5,0.0,0;1;2;3;4,0.0,5,55.6,0;1;2;3;4,32.19937887599697,4,1.5224226715561344,0;2;3;4,0.433571107145643,4,0.9777343900193682,0;2;3;4,0.012937678123271493,4,1.8314007960444256,0;2;3;4,0.45916730719342247,4,1.5224226715561344,0;2;3;4,0.433571107145643,4,1.8314007960444256,0;2;3;4,0.45916730719342247,binary_subsystem_coverage,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,3/3,5,1.0,0;1;2;3;4,0.0,5,7.2,0;1;2;3;4,16.09968943799849,1,3.681741672091994,1,0.0,1,0.19220513193161892,1,0.0,1,4.456542820946711,1,0.0,1,3.681741672091994,1,0.0,1,4.456542820946711,1,0.0,5,1.0,0;1;2;3;4,0.0,5,62.8,0;1;2;3;4,17.181385275931625,5,0.020338126160822704,0;1;2;3;4,0.020935986057962576,5,188.4,0;1;2;3;4,51.54415582779487,5,0.020338126160822707,0;1;2;3;4,0.020935986057962586,5,0.9831235932066583,0;1;2;3;4,0.025614266216300172,5,0.027205281007129795,0;1;2;3;4,0.02633151630698425,5,0.0203381261608227,0;1;2;3;4,0.020935986057962576,5,0.020338126160822707,0;1;2;3;4,0.020935986057962586,5,0.027205281007129795,0;1;2;3;4,0.02633151630698425
5,166.0,0;1;2;3;4,0.0,3,,5,0.0,0;1;2;3;4,0.0,5,77.2,0;1;2;3;4,18.322117781522966,5,1.4678563487106917,0;1;2;3;4,0.3843695059231798,5,0.9818114725099418,0;1;2;3;4,0.008165717863393923,5,1.8733247102368593,0;1;2;3;4,0.4359620052645642,5,1.5820372036837527,0;1;2;3;4,0.4284223834966018,5,2.0540975385612064,0;1;2;3;4,0.6491800787610206,cardinality,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,,5,4.0,0;1;2;3;4,0.0,5,88.8,0;1;2;3;4,18.322117781522966,5,1.7777789068906498,0;1;2;3;4,0.5354896609981528,5,0.9917523947080339,0;1;2;3;4,0.00704505717883022,5,2.380429338332837,0;1;2;3;4,0.73548973312257,5,1.8890244098561344,0;1;2;3;4,0.6412014790293188,5,2.4449946652009755,0;1;2;3;4,0.8288918103048226,5,1.0,0;1;2;3;4,0.0,5,166.0,0;1;2;3;4,0.0,5,0.04435497255326981,0;1;2;3;4,0.008352617675021354,5,498.0,0;1;2;3;4,0.0,5,0.0442919472197958,0;1;2;3;4,0.0065362289906036874,5,0.8782951167066632,0;1;2;3;4,0.014733056563727358,5,0.08132034796928396,0;1;2;3;4,0.004716680662029022,5,0.04429194721979579,0;1;2;3;4,0.006536228990603691,5,0.04511927521461388,0;1;2;3;4,0.00758338167380997,5,0.08093487769321614,0;1;2;3;4,0.005402676212163669
5,88.8,0;1;2;3;4,18.322117781522966,,isobaric,5,0.0,0;1;2;3;4,0.0,5,0.0,0;1;2;3;4,0.0,0,,,,0,,,,0,,,,0,,,,0,,,,direction,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,,5,2.6,0;1;2;3;4,0.5477225575051661,5,88.8,0;1;2;3;4,18.322117781522966,5,1.7777789068906498,0;1;2;3;4,0.5354896609981528,5,0.9917523947080339,0;1;2;3;4,0.00704505717883022,5,2.380429338332837,0;1;2;3;4,0.73548973312257,5,1.8890244098561344,0;1;2;3;4,0.6412014790293188,5,2.4449946652009755,0;1;2;3;4,0.8288918103048226,5,1.0,0;1;2;3;4,0.0,5,88.8,0;1;2;3;4,18.322117781522966,5,0.06378192814221363,0;1;2;3;4,0.01650705845310211,5,266.4,0;1;2;3;4,54.966353344568894,5,0.0735543574149943,0;1;2;3;4,0.015579590681886557,5,0.7674139041237343,0;1;2;3;4,0.053894250624145996,5,0.11120923364744059,0;1;2;3;4,0.012438829950760325,5,0.0735543574149943,0;1;2;3;4,0.015579590681886548,5,0.06294019349027312,0;1;2;3;4,0.017487840206837257,5,0.10033617373831902,0;1;2;3;4,0.013816184395010186
5,77.2,0;1;2;3;4,18.322117781522966,,isothermal,5,0.0,0;1;2;3;4,0.0,5,77.2,0;1;2;3;4,18.322117781522966,5,1.4678563487106917,0;1;2;3;4,0.3843695059231798,5,0.9818114725099418,0;1;2;3;4,0.008165717863393923,5,1.8733247102368593,0;1;2;3;4,0.4359620052645642,5,1.5820372036837527,0;1;2;3;4,0.4284223834966018,5,2.0540975385612064,0;1;2;3;4,0.6491800787610206,direction,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,,5,1.4,0;1;2;3;4,0.5477225575051661,5,0.0,0;1;2;3;4,0.0,0,,,,0,,,,0,,,,0,,,,0,,,,5,1.0,0;1;2;3;4,0.0,5,77.2,0;1;2;3;4,18.322117781522966,5,0.014986254458031489,0;1;2;3;4,0.004795507506434763,5,231.6,0;1;2;3;4,54.966353344568894,5,0.012829576648282454,0;1;2;3;4,0.00280463036351168,5,0.9930053438213724,0;1;2;3;4,0.002655707201738986,5,0.018747165260541505,0;1;2;3;4,0.0034340630652077665,5,0.012829576648282454,0;1;2;3;4,0.002804630363511681,5,0.014986254458031492,0;1;2;3;4,0.004795507506434764,5,0.021596049228402126,0;1;2;3;4,0.0063510995778914775
5,88.8,0;1;2;3;4,18.322117781522966,3,isobaric,5,0.0,0;1;2;3;4,0.0,5,0.0,0;1;2;3;4,0.0,0,,,,0,,,,0,,,,0,,,,0,,,,direction_cardinality,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,,5,2.6,0;1;2;3;4,0.5477225575051661,5,88.8,0;1;2;3;4,18.322117781522966,5,1.7777789068906498,0;1;2;3;4,0.5354896609981528,5,0.9917523947080339,0;1;2;3;4,0.00704505717883022,5,2.380429338332837,0;1;2;3;4,0.73548973312257,5,1.8890244098561344,0;1;2;3;4,0.6412014790293188,5,2.4449946652009755,0;1;2;3;4,0.8288918103048226,5,1.0,0;1;2;3;4,0.0,5,88.8,0;1;2;3;4,18.322117781522966,5,0.06378192814221363,0;1;2;3;4,0.01650705845310211,5,266.4,0;1;2;3;4,54.966353344568894,5,0.0735543574149943,0;1;2;3;4,0.015579590681886557,5,0.7674139041237343,0;1;2;3;4,0.053894250624145996,5,0.11120923364744059,0;1;2;3;4,0.012438829950760325,5,0.0735543574149943,0;1;2;3;4,0.015579590681886548,5,0.06294019349027312,0;1;2;3;4,0.017487840206837257,5,0.10033617373831902,0;1;2;3;4,0.013816184395010186
5,77.2,0;1;2;3;4,18.322117781522966,3,isothermal,5,0.0,0;1;2;3;4,0.0,5,77.2,0;1;2;3;4,18.322117781522966,5,1.4678563487106917,0;1;2;3;4,0.3843695059231798,5,0.9818114725099418,0;1;2;3;4,0.008165717863393923,5,1.8733247102368593,0;1;2;3;4,0.4359620052645642,5,1.5820372036837527,0;1;2;3;4,0.4284223834966018,5,2.0540975385612064,0;1;2;3;4,0.6491800787610206,direction_cardinality,5,0;1;2;3;4,5,5,0.0,0;1;2;3;4,0.0,,5,1.4,0;1;2;3;4,0.5477225575051661,5,0.0,0;1;2;3;4,0.0,0,,,,0,,,,0,,,,0,,,,0,,,,5,1.0,0;1;2;3;4,0.0,5,77.2,0;1;2;3;4,18.322117781522966,5,0.014986254458031489,0;1;2;3;4,0.004795507506434763,5,231.6,0;1;2;3;4,54.966353344568894,5,0.012829576648282454,0;1;2;3;4,0.00280463036351168,5,0.9930053438213724,0;1;2;3;4,0.002655707201738986,5,0.018747165260541505,0;1;2;3;4,0.0034340630652077665,5,0.012829576648282454,0;1;2;3;4,0.002804630363511681,5,0.014986254458031492,0;1;2;3;4,0.004795507506434764,5,0.021596049228402126,0;1;2;3;4,0.0063510995778914775
